"filename", "language", "SQL", "Java", "YAML", "Java Properties", "XML", "JSON", "Batch", "Markdown", "Python", "Docker", "PHP", "CSS", "TypeScript React", "JavaScript", "TypeScript", "JSON with Comments", "HTML", "comment", "blank", "total"
"/Users/idang/dev/DB/DB2023_2149/frontend/cinematown/src/componnets/selection_input.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 13, 28
"/Users/idang/dev/DB/DB2023_2149/frontend/cinematown/src/componnets/shcedule_table.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 40, 0, 0, 0, 0, 0, 14, 54
"/Users/idang/dev/DB/DB2023_2149/frontend/cinematown/src/componnets/shecudle.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 5, 20
"/Users/idang/dev/DB/DB2023_2149/frontend/cinematown/src/componnets/theater.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 0, 1, 1, 46
"/Users/idang/dev/DB/DB2023_2149/frontend/cinematown/src/componnets/theater_hall.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 2, 9
"/Users/idang/dev/DB/DB2023_2149/frontend/cinematown/src/componnets/ticker_form.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 7, 11
"/Users/idang/dev/DB/DB2023_2149/frontend/cinematown/src/graphql/client.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 1, 0, 4
"/Users/idang/dev/DB/DB2023_2149/frontend/cinematown/src/graphql/movie.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 92, 0, 0, 0, 0, 0, 17, 109
"/Users/idang/dev/DB/DB2023_2149/frontend/cinematown/src/graphql/schedule.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 14, 0, 0, 0, 0, 0, 1, 15
"/Users/idang/dev/DB/DB2023_2149/frontend/cinematown/src/graphql/seats.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 5, 20
"/Users/idang/dev/DB/DB2023_2149/frontend/cinematown/src/graphql/theater.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 51, 0, 0, 0, 0, 0, 8, 59
"/Users/idang/dev/DB/DB2023_2149/frontend/cinematown/src/index.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 0, 0, 0, 0, 2, 17
"/Users/idang/dev/DB/DB2023_2149/frontend/cinematown/src/index.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 13, 0, 0, 0, 0, 1, 4, 18
"/Users/idang/dev/DB/DB2023_2149/frontend/cinematown/src/logo.svg", "XML", 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/idang/dev/DB/DB2023_2149/frontend/cinematown/src/screens/about.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 89, 0, 0, 0, 0, 0, 4, 93
"/Users/idang/dev/DB/DB2023_2149/frontend/cinematown/src/screens/login_page.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 3, 8
"/Users/idang/dev/DB/DB2023_2149/frontend/cinematown/src/screens/movie_page.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 76, 0, 0, 0, 0, 0, 16, 92
"/Users/idang/dev/DB/DB2023_2149/frontend/cinematown/src/screens/movies_list.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 16, 48
"/Users/idang/dev/DB/DB2023_2149/frontend/cinematown/src/screens/movies_list_old.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 0, 0, 9, 27
"/Users/idang/dev/DB/DB2023_2149/frontend/cinematown/src/screens/seat_pick_screen.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 7, 12
"/Users/idang/dev/DB/DB2023_2149/frontend/cinematown/src/screens/signup_page.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 6
"/Users/idang/dev/DB/DB2023_2149/frontend/cinematown/src/screens/sites_page.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 23, 0, 0, 0, 0, 0, 7, 30
"/Users/idang/dev/DB/DB2023_2149/frontend/cinematown/src/screens/theater_page.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 6, 38
"/Users/idang/dev/DB/DB2023_2149/frontend/cinematown/src/screens/vip_page.tsx", "TypeScript React", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 1, 6
"/Users/idang/dev/DB/DB2023_2149/frontend/cinematown/tailwind.config.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 53, 0, 0, 0, 1, 1, 55
"/Users/idang/dev/DB/DB2023_2149/frontend/cinematown/tsconfig.json", "JSON with Comments", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 1, 16
"/Users/idang/dev/DB/DB2023_2149/frontend/cinematown/vite.config.ts", "TypeScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 0, 2, 13
"/Users/idang/dev/DB/DB2023_2149/package-lock.json", "JSON", 0, 0, 0, 0, 0, 1030, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1031
"/Users/idang/dev/DB/DB2023_2149/package.json", "JSON", 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 6
"/Users/idang/dev/DB/DB2023_2149/phpmyadmin/config.user.inc.php", "PHP", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 1, 6, 31
"/Users/idang/dev/DB/DB2023_2149/scripts/README.md", "Markdown", 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/idang/dev/DB/DB2023_2149/scripts/populate/data/fix_titles_2.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8
"/Users/idang/dev/DB/DB2023_2149/scripts/populate/data/fix_titles_fornat.py", "Python", 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
